star,star_url,nationality,image_url
Leonardo DiCaprio,https://www.imdb.com/name/nm0000138/,USA,https://m.media-amazon.com/images/M/MV5BMjI0MTg3MzI0M15BMl5BanBnXkFtZTcwMzQyODU2Mw@@._V1_.jpg
Emily Mortimer,https://www.imdb.com/name/nm0607865/,UK,https://m.media-amazon.com/images/M/MV5BMTM2NjIzMDg3NV5BMl5BanBnXkFtZTcwNDQ5MzczNA@@._V1_.jpg
Mark Ruffalo,https://www.imdb.com/name/nm0749263/,USA,https://m.media-amazon.com/images/M/MV5BNWIzZTI1ODUtZTUzMC00NTdiLWFlOTYtZTg4MGZkYmU4YzNlXkEyXkFqcGdeQXVyNTExOTk5Nzg@._V1_.jpg
Ben Kingsley,https://www.imdb.com/name/nm0001426/,UK,https://m.media-amazon.com/images/M/MV5BOTU2Njg2NzM4M15BMl5BanBnXkFtZTgwNjYwNjQwMTI@._V1_.jpg
Russell Crowe,https://www.imdb.com/name/nm0000128/,New Zealand,https://m.media-amazon.com/images/M/MV5BMTQyMTExNTMxOF5BMl5BanBnXkFtZTcwNDg1NzkzNw@@._V1_.jpg
Ed Harris,https://www.imdb.com/name/nm0000438/,USA,https://m.media-amazon.com/images/M/MV5BMjE4NDM4ODc2OV5BMl5BanBnXkFtZTcwNzA5NjQ5MQ@@._V1_.jpg
Jennifer Connelly,https://www.imdb.com/name/nm0000124/,USA,https://m.media-amazon.com/images/M/MV5BNWM0OTlhYmQtZWI0NS00NzM0LWE5YjItMWZmYzkzY2FmNTc2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg
Christopher Plummer,https://www.imdb.com/name/nm0001626/,Canada,https://m.media-amazon.com/images/M/MV5BMTU5MzQ5MDY3NF5BMl5BanBnXkFtZTcwNzMxOTU5Ng@@._V1_.jpg
Sam Neill,https://www.imdb.com/name/nm0000554/,UK,https://m.media-amazon.com/images/M/MV5BMjUyMTU0MzA0MF5BMl5BanBnXkFtZTgwNTA4MTQ4NjM@._V1_.jpg
Laura Dern,https://www.imdb.com/name/nm0000368/,USA,https://m.media-amazon.com/images/M/MV5BMjI3NzY0MDQxMF5BMl5BanBnXkFtZTcwNzMwMzcyNw@@._V1_.jpg
Jeff Goldblum,https://www.imdb.com/name/nm0000156/,USA,https://m.media-amazon.com/images/M/MV5BY2ViNDIwNmUtZGQ5Ni00MDYxLWI5YTktNWU1NGRlYWQ1ZDg0XkEyXkFqcGdeQXVyOTAyMDgxODQ@._V1_.jpg
Richard Attenborough,https://www.imdb.com/name/nm0000277/,UK,https://m.media-amazon.com/images/M/MV5BMTkwMDQzMTAwN15BMl5BanBnXkFtZTcwNTI4NTgwMw@@._V1_.jpg
Toshirô Mifune,https://www.imdb.com/name/nm0001536/,🇨🇳,https://m.media-amazon.com/images/M/MV5BMTM3NzE2MzEyNF5BMl5BanBnXkFtZTcwNzA5MTU4Mw@@._V1_.jpg
Eijirô Tôno,https://www.imdb.com/name/nm0867391/,Japan,https://m.media-amazon.com/images/M/MV5BYTYxOWJhNjItYjA0ZS00MTdmLTk1ZWUtOWRiMDdlNzMyMmYzXkEyXkFqcGdeQXVyMTI3MDk3MzQ@._V1_.jpg
Tatsuya Nakadai,https://www.imdb.com/name/nm0619938/,Japan,https://m.media-amazon.com/images/M/MV5BMTM5MzYwNDA3NV5BMl5BanBnXkFtZTcwNDExMTMwNw@@._V1_.jpg
Yôko Tsukasa,https://www.imdb.com/name/nm0875362/,Japan,https://m.media-amazon.com/images/M/MV5BZTJiM2QyMjYtZGIyYy00NDM4LWEzNTMtYmYyNWY3Mjc5NzRlXkEyXkFqcGdeQXVyMTI3MDk3MzQ@._V1_.jpg
Humphrey Bogart,https://www.imdb.com/name/nm0000007/,USA,https://m.media-amazon.com/images/M/MV5BZDRiZWJjOTMtNzczMi00ZTIyLWJmNjAtMzlkNWU5ODc4NDk1XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Walter Huston,https://www.imdb.com/name/nm0404158/,Canada,https://m.media-amazon.com/images/M/MV5BMTU1MDMwNjUzOF5BMl5BanBnXkFtZTYwMjk1MjI2._V1_.jpg
Tim Holt,https://www.imdb.com/name/nm0392529/,USA,https://m.media-amazon.com/images/M/MV5BMTYwMjQ5NzU0MF5BMl5BanBnXkFtZTcwODkyNDYwOA@@._V1_.jpg
Bruce Bennett,https://www.imdb.com/name/nm0071636/,USA,https://m.media-amazon.com/images/M/MV5BMTg0Njc1ODk1NF5BMl5BanBnXkFtZTcwNDk5MjYwOA@@._V1_.jpg
Graham Chapman,https://www.imdb.com/name/nm0001037/,UK,https://m.media-amazon.com/images/M/MV5BMjAzODAyODc4NF5BMl5BanBnXkFtZTcwODY5MzAxMw@@._V1_.jpg
John Cleese,https://www.imdb.com/name/nm0000092/,UK,https://m.media-amazon.com/images/M/MV5BMTQ1MTIzMzM1MF5BMl5BanBnXkFtZTYwNjQ3ODI1._V1_.jpg
Eric Idle,https://www.imdb.com/name/nm0001385/,UK,https://m.media-amazon.com/images/M/MV5BNzY4NTQwNDA4M15BMl5BanBnXkFtZTYwNTg5Njcz._V1_.jpg
Terry Gilliam,https://www.imdb.com/name/nm0000416/,USA,https://m.media-amazon.com/images/M/MV5BODAyMDM0NjEwOF5BMl5BanBnXkFtZTcwMTUyMDY5Mg@@._V1_.jpg
Steve McQueen,https://www.imdb.com/name/nm0000537/,USA,https://m.media-amazon.com/images/M/MV5BMTQ3Mjk2MTU1MV5BMl5BanBnXkFtZTcwMTA5MTkzNA@@._V1_.jpg
James Garner,https://www.imdb.com/name/nm0001258/,USA,https://m.media-amazon.com/images/M/MV5BMzI0YjRmMzItZDI3MS00ZDFkLWEwMmItZTA3NTFlNThmNmZhXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Richard Attenborough,https://www.imdb.com/name/nm0000277/,UK,https://m.media-amazon.com/images/M/MV5BMTkwMDQzMTAwN15BMl5BanBnXkFtZTcwNTI4NTgwMw@@._V1_.jpg
Charles Bronson,https://www.imdb.com/name/nm0000314/,USA,https://m.media-amazon.com/images/M/MV5BYWNlYzczNjItMjRlZi00MjE3LWJlYzctYzcyYTlkM2U5YzMzXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Tommy Lee Jones,https://www.imdb.com/name/nm0000169/,USA,https://m.media-amazon.com/images/M/MV5BMTkyNjc4MDc0OV5BMl5BanBnXkFtZTcwOTc5OTUwOQ@@._V1_.jpg
Javier Bardem,https://www.imdb.com/name/nm0000849/,Spain,https://m.media-amazon.com/images/M/MV5BMTY1NTc4NTYzMF5BMl5BanBnXkFtZTcwNDIwOTY1NA@@._V1_.jpg
Josh Brolin,https://www.imdb.com/name/nm0000982/,USA,https://m.media-amazon.com/images/M/MV5BMTQ1MzYyMjQ0Nl5BMl5BanBnXkFtZTcwMTA0ODkyMg@@._V1_.jpg
Woody Harrelson,https://www.imdb.com/name/nm0000437/,USA,https://m.media-amazon.com/images/M/MV5BMTU3NDc2ODc4MF5BMl5BanBnXkFtZTcwODk2MzAyMg@@._V1_.jpg
Tom Holland,https://www.imdb.com/name/nm4043618/,UK,https://m.media-amazon.com/images/M/MV5BNzZiNTEyNTItYjNhMS00YjI2LWIwMWQtZmYwYTRlNjMyZTJjXkEyXkFqcGdeQXVyMTExNzQzMDE0._V1_.jpg
Zendaya,https://www.imdb.com/name/nm3918035/,USA,https://m.media-amazon.com/images/M/MV5BMjAxZTk4NDAtYjI3Mi00OTk3LTg0NDEtNWFlNzE5NDM5MWM1XkEyXkFqcGdeQXVyOTI3MjYwOQ@@._V1_.jpg
Benedict Cumberbatch,https://www.imdb.com/name/nm1212722/,UK,https://m.media-amazon.com/images/M/MV5BMjE0MDkzMDQwOF5BMl5BanBnXkFtZTgwOTE1Mjg1MzE@._V1_.jpg
Jacob Batalon,https://www.imdb.com/name/nm8188622/,USA,https://m.media-amazon.com/images/M/MV5BMTJmMDA1ODUtYWI0NS00MjA4LWFiZjgtOTk1OGQ3MDQ4Mjg4XkEyXkFqcGdeQXVyMTA1MTQ2ODk1._V1_.jpg
Uma Thurman,https://www.imdb.com/name/nm0000235/,USA,https://m.media-amazon.com/images/M/MV5BMjMxNzk1MTQyMl5BMl5BanBnXkFtZTgwMDIzMDEyMTE@._V1_.jpg
David Carradine,https://www.imdb.com/name/nm0001016/,USA,https://m.media-amazon.com/images/M/MV5BMTQ2MDM1NjcwOV5BMl5BanBnXkFtZTYwNzUwMDIz._V1_.jpg
Daryl Hannah,https://www.imdb.com/name/nm0000435/,USA,https://m.media-amazon.com/images/M/MV5BMjE0MjUyMzMxOF5BMl5BanBnXkFtZTcwNjEzNjI5Ng@@._V1_.jpg
Michael Madsen,https://www.imdb.com/name/nm0000514/,USA,https://m.media-amazon.com/images/M/MV5BMTI4ODA5NzY2N15BMl5BanBnXkFtZTYwNjc3NTI1._V1_.jpg
Toshirô Mifune,https://www.imdb.com/name/nm0001536/,🇨🇳,https://m.media-amazon.com/images/M/MV5BMTM3NzE2MzEyNF5BMl5BanBnXkFtZTcwNzA5MTU4Mw@@._V1_.jpg
Machiko Kyô,https://www.imdb.com/name/nm0477553/,Japan,https://m.media-amazon.com/images/M/MV5BMjE4NzAwODgwMV5BMl5BanBnXkFtZTcwNjkxMTMwNw@@._V1_.jpg
Masayuki Mori,https://www.imdb.com/name/nm0605270/,Japan,https://m.media-amazon.com/images/M/MV5BYTZhZTNmM2QtYWY5Yy00YzZmLWFjMDAtMDEwODA5YTIwMTY1XkEyXkFqcGdeQXVyMTI3MDk3MzQ@._V1_.jpg
Takashi Shimura,https://www.imdb.com/name/nm0793766/,Japan,https://m.media-amazon.com/images/M/MV5BMTUyNjY0ODYyMV5BMl5BanBnXkFtZTcwMDg0MTc4Ng@@._V1_.jpg
Kurt Russell,https://www.imdb.com/name/nm0000621/,USA,https://m.media-amazon.com/images/M/MV5BMTk3MjkxNzQwMV5BMl5BanBnXkFtZTYwNDk4ODM1._V1_.jpg
Wilford Brimley,https://www.imdb.com/name/nm0000979/,USA,https://m.media-amazon.com/images/M/MV5BMDIyMDg0M2ItZTU5Yi00MzM2LWFjYzItMWZlZjc1MDk3NmZlXkEyXkFqcGdeQXVyMTI3MDk3MzQ@._V1_.jpg
Keith David,https://www.imdb.com/name/nm0202966/,USA,https://m.media-amazon.com/images/M/MV5BMTI5OTU4ODI1MF5BMl5BanBnXkFtZTcwMjU1NjkyNA@@._V1_.jpg
Richard Masur,https://www.imdb.com/name/nm0557956/,USA,https://m.media-amazon.com/images/M/MV5BMGY0NjhjZDYtZDA2Ni00Y2VmLTgyOWQtODdjNTA0NjA5MDk5XkEyXkFqcGdeQXVyMjA4NjgzNzg@._V1_.jpg
Albert Brooks,https://www.imdb.com/name/nm0000983/,USA,https://m.media-amazon.com/images/M/MV5BMTM4MzEwMTMxN15BMl5BanBnXkFtZTcwNTQwMTc2NQ@@._V1_.jpg
Ellen DeGeneres,https://www.imdb.com/name/nm0001122/,USA,https://m.media-amazon.com/images/M/MV5BNDAwMzAyNDEzMV5BMl5BanBnXkFtZTcwMDU3MTAxMw@@._V1_.jpg
Alexander Gould,https://www.imdb.com/name/nm1071252/,USA,https://m.media-amazon.com/images/M/MV5BNDY3OWIxYmYtZGYyMi00ZGYzLWJiNjEtMDIxMGJlNmY4ZGRjXkEyXkFqcGdeQXVyODU1MTAxMDg@._V1_.jpg
Willem Dafoe,https://www.imdb.com/name/nm0000353/,USA,https://m.media-amazon.com/images/M/MV5BOWU4MTI2OTctODQ1ZS00MGM1LWJkM2EtODE3MGNkNmIyZDEwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg
Anthony Hopkins,https://www.imdb.com/name/nm0000164/,UK,https://m.media-amazon.com/images/M/MV5BMTg5ODk1NTc5Ml5BMl5BanBnXkFtZTYwMjAwOTI4._V1_.jpg
John Hurt,https://www.imdb.com/name/nm0000457/,UK,https://m.media-amazon.com/images/M/MV5BMTM1NTgyMTAyOV5BMl5BanBnXkFtZTcwMTE4MjQwNA@@._V1_.jpg
Anne Bancroft,https://www.imdb.com/name/nm0000843/,USA,https://m.media-amazon.com/images/M/MV5BMTg2MzQ3MTk4OV5BMl5BanBnXkFtZTcwMzIzNzgzNA@@._V1_.jpg
John Gielgud,https://www.imdb.com/name/nm0000024/,UK,https://m.media-amazon.com/images/M/MV5BMTU4ODc4Mzk1OV5BMl5BanBnXkFtZTYwNDQ0MjQ2._V1_.jpg
Jack Nicholson,https://www.imdb.com/name/nm0000197/,USA,https://m.media-amazon.com/images/M/MV5BMTQ3OTY0ODk0M15BMl5BanBnXkFtZTYwNzE4Njc4._V1_.jpg
Faye Dunaway,https://www.imdb.com/name/nm0001159/,USA,https://m.media-amazon.com/images/M/MV5BMTk4OTU5MDY0OV5BMl5BanBnXkFtZTYwNTc0MTM1._V1_.jpg
John Huston,https://www.imdb.com/name/nm0001379/,USA,https://m.media-amazon.com/images/M/MV5BMjI0OTcyMDcxMF5BMl5BanBnXkFtZTcwNDY0MjE3Mw@@._V1_.jpg
Perry Lopez,https://www.imdb.com/name/nm0520164/,USA,https://m.media-amazon.com/images/M/MV5BMTQxNTM4MjQ4Ml5BMl5BanBnXkFtZTcwOTQ4MjIxOA@@._V1_.jpg
Robert De Niro,https://www.imdb.com/name/nm0000134/,USA,https://m.media-amazon.com/images/M/MV5BMjAwNDU3MzcyOV5BMl5BanBnXkFtZTcwMjc0MTIxMw@@._V1_.jpg
Cathy Moriarty,https://www.imdb.com/name/nm0001550/,USA,https://m.media-amazon.com/images/M/MV5BMTAzOTc1NjU4MjFeQTJeQWpwZ15BbWU2MDc3NjgzMw@@._V1_.jpg
Joe Pesci,https://www.imdb.com/name/nm0000582/,USA,https://m.media-amazon.com/images/M/MV5BMzc3MTcxNDYxNV5BMl5BanBnXkFtZTcwOTI3NjE1Mw@@._V1_.jpg
Frank Vincent,https://www.imdb.com/name/nm0898634/,USA,https://m.media-amazon.com/images/M/MV5BMTQ4ODM3ODA3N15BMl5BanBnXkFtZTYwNzg1ODQ1._V1_.jpg
Hugo Weaving,https://www.imdb.com/name/nm0915989/,Nigeria,https://m.media-amazon.com/images/M/MV5BMjAxMzAyNDQyMF5BMl5BanBnXkFtZTcwOTM4ODcxMw@@._V1_.jpg
Natalie Portman,https://www.imdb.com/name/nm0000204/,Israel,https://m.media-amazon.com/images/M/MV5BYzU0ZGRhZWItMGJlNy00YzlkLWIzOWYtNDA2NzlhMDg3YjMwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg
Rupert Graves,https://www.imdb.com/name/nm0001291/,UK,https://m.media-amazon.com/images/M/MV5BMDliNGMyY2YtNDM1Yi00YzlhLTlkM2ItZTY4ODNiM2JkMjBhXkEyXkFqcGdeQXVyNzE3NzU1OQ@@._V1_.jpg
Stephen Rea,https://www.imdb.com/name/nm0001653/,UK,https://m.media-amazon.com/images/M/MV5BMTE5NDU5NDQzMV5BMl5BanBnXkFtZTYwMDE1NDgz._V1_.jpg
Clark Gable,https://www.imdb.com/name/nm0000022/,USA,https://m.media-amazon.com/images/M/MV5BMjE1NDY5MjM5Ml5BMl5BanBnXkFtZTYwNTU1OTQ2._V1_.jpg
Vivien Leigh,https://www.imdb.com/name/nm0000046/,India,https://m.media-amazon.com/images/M/MV5BMTI2NTkwMTQ5NF5BMl5BanBnXkFtZTYwNDExNjI2._V1_.jpg
Thomas Mitchell,https://www.imdb.com/name/nm0593775/,USA,https://m.media-amazon.com/images/M/MV5BOTcwNjAwMDI2M15BMl5BanBnXkFtZTcwNDMyNTUwOA@@._V1_.jpg
Barbara O'Neil,https://www.imdb.com/name/nm0641966/,USA,https://m.media-amazon.com/images/M/MV5BMjMxNTUwMzU1M15BMl5BanBnXkFtZTcwNjY2ODMxOA@@._V1_.jpg
Jason Flemyng,https://www.imdb.com/name/nm0002076/,UK,https://m.media-amazon.com/images/M/MV5BMjA0MjUxNTk5MV5BMl5BanBnXkFtZTcwOTE0OTEyOA@@._V1_.jpg
Dexter Fletcher,https://www.imdb.com/name/nm0002077/,UK,https://m.media-amazon.com/images/M/MV5BMGMwNWMxZGEtNzgzMi00ZDcwLTgwMWEtNjg3OGFkZTBjZDJkXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_.jpg
Nick Moran,https://www.imdb.com/name/nm0602941/,UK,https://m.media-amazon.com/images/M/MV5BNDgyODM2NDM2N15BMl5BanBnXkFtZTcwODExODU4NQ@@._V1_.jpg
Jason Statham,https://www.imdb.com/name/nm0005458/,UK,https://m.media-amazon.com/images/M/MV5BMTkxMzk2MDkwOV5BMl5BanBnXkFtZTcwMDAxODQwMg@@._V1_.jpg
Amy Poehler,https://www.imdb.com/name/nm0688132/,USA,https://m.media-amazon.com/images/M/MV5BYjIzMDA0NmUtMTlhZi00ZDU3LTkzYWMtZDhkYTU1ZDJlMGRkXkEyXkFqcGdeQXVyNzcwODE0OTk@._V1_.jpg
Bill Hader,https://www.imdb.com/name/nm0352778/,USA,https://m.media-amazon.com/images/M/MV5BNTY3MzgwMjE3N15BMl5BanBnXkFtZTcwNjc2MjE3NA@@._V1_.jpg
Lewis Black,https://www.imdb.com/name/nm0085400/,USA,https://m.media-amazon.com/images/M/MV5BMTgwMzYyNzQwMV5BMl5BanBnXkFtZTcwOTI5NDY5Mw@@._V1_.jpg
Mindy Kaling,https://www.imdb.com/name/nm1411676/,USA,https://m.media-amazon.com/images/M/MV5BNzQ2OTUzNDU1MF5BMl5BanBnXkFtZTcwODQ2MTYyNw@@._V1_.jpg
Ray Milland,https://www.imdb.com/name/nm0001537/,UK,https://m.media-amazon.com/images/M/MV5BMjAyMjgyNDYwN15BMl5BanBnXkFtZTYwNjUxNjI2._V1_.jpg
Grace Kelly,https://www.imdb.com/name/nm0000038/,USA,https://m.media-amazon.com/images/M/MV5BODU0Y2MwNjYtOWJmYi00ZjhiLWJhMzktOTlmYjlkYTFhOWY0XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg
Robert Cummings,https://www.imdb.com/name/nm0191950/,USA,https://m.media-amazon.com/images/M/MV5BMTUzNTg2NjU4NV5BMl5BanBnXkFtZTYwMDEwMTM2._V1_.jpg
John Williams,https://www.imdb.com/name/nm0002369/,UK,https://m.media-amazon.com/images/M/MV5BMTUyNDg1MTU5MV5BMl5BanBnXkFtZTcwMTgwNTUxOA@@._V1_.jpg
Ricardo Darín,https://www.imdb.com/name/nm0201857/,Argentina,https://m.media-amazon.com/images/M/MV5BMTgxOTAyMTAzNV5BMl5BanBnXkFtZTcwODE2MTUzOA@@._V1_.jpg
Soledad Villamil,https://www.imdb.com/name/nm0897845/,Argentina,https://m.media-amazon.com/images/M/MV5BMTM2OTkwOTk3NF5BMl5BanBnXkFtZTcwMjA2MzAyOA@@._V1_.jpg
Pablo Rago,https://www.imdb.com/name/nm0706567/,Argentina,https://m.media-amazon.com/images/M/MV5BMGViOTMyOTUtN2MyYi00YTU2LWE0N2QtMDQyYTA5MTBlZTE0XkEyXkFqcGdeQXVyNjU0ODkwMTU@._V1_.jpg
Carla Quevedo,https://www.imdb.com/name/nm3587952/,Argentina,https://m.media-amazon.com/images/M/MV5BY2Q3N2MyYTgtNmM2OS00OGM5LTg1MzktZjdjOGExZWQ2OGVkXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg
Chieko Baisho,https://www.imdb.com/name/nm0047962/,Japan,https://m.media-amazon.com/images/M/MV5BZTg2ZDFjMzYtYzQ0NC00MGQ1LTgxNzUtYTcxNDExY2JkZWFiXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_.jpg
Takuya Kimura,https://www.imdb.com/name/nm0454120/,Japan,https://m.media-amazon.com/images/M/MV5BMjM1ODAxNjIwOF5BMl5BanBnXkFtZTgwMzI2MDYzMjI@._V1_.jpg
Tatsuya Gashûin,https://www.imdb.com/name/nm0309107/,Japan,https://m.media-amazon.com/images/M/MV5BNzkwYTU0MTYtYTVhMC00NGQ3LWJkZmUtOWFlYzhmMDI3MzdmXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_.jpg
Akihiro Miwa,https://www.imdb.com/name/nm0594271/,Japan,N/A
Frances McDormand,https://www.imdb.com/name/nm0000531/,USA,https://m.media-amazon.com/images/M/MV5BMjI3NzgxNjYzOF5BMl5BanBnXkFtZTgwNTIxMjExNzE@._V1_.jpg
Woody Harrelson,https://www.imdb.com/name/nm0000437/,USA,https://m.media-amazon.com/images/M/MV5BMTU3NDc2ODc4MF5BMl5BanBnXkFtZTcwODk2MzAyMg@@._V1_.jpg
Sam Rockwell,https://www.imdb.com/name/nm0005377/,USA,https://m.media-amazon.com/images/M/MV5BMTc2NTM3MzE5NF5BMl5BanBnXkFtZTcwMjg4NDMwNA@@._V1_.jpg
Caleb Landry Jones,https://www.imdb.com/name/nm2655177/,USA,https://m.media-amazon.com/images/M/MV5BMjA5ODE4MTg2N15BMl5BanBnXkFtZTcwNTE2NDM4Nw@@._V1_.jpg
William Holden,https://www.imdb.com/name/nm0000034/,USA,https://m.media-amazon.com/images/M/MV5BNzVhMjZiMzItMTIxYi00M2EzLWE0YWMtYTZhODk4NDQ2ZDJmXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg
Alec Guinness,https://www.imdb.com/name/nm0000027/,UK,https://m.media-amazon.com/images/M/MV5BMTUyMjgzMjczOF5BMl5BanBnXkFtZTgwNzcyMzQyNDM@._V1_.jpg
Jack Hawkins,https://www.imdb.com/name/nm0370144/,UK,https://m.media-amazon.com/images/M/MV5BMTU0MTk0NzI5OF5BMl5BanBnXkFtZTcwNTI1NjQwOA@@._V1_.jpg
Sessue Hayakawa,https://www.imdb.com/name/nm0370564/,Japan,https://m.media-amazon.com/images/M/MV5BMTY3MDQyMTkzOV5BMl5BanBnXkFtZTYwNzA2ODU2._V1_.jpg
Hugh Jackman,https://www.imdb.com/name/nm0413168/,Australia,https://m.media-amazon.com/images/M/MV5BNDExMzIzNjk3Nl5BMl5BanBnXkFtZTcwOTE4NDU5OA@@._V1_.jpg
Jake Gyllenhaal,https://www.imdb.com/name/nm0350453/,USA,https://m.media-amazon.com/images/M/MV5BNjA0MTU2NDY3MF5BMl5BanBnXkFtZTgwNDU4ODkzMzE@._V1_.jpg
Viola Davis,https://www.imdb.com/name/nm0205626/,USA,https://m.media-amazon.com/images/M/MV5BNzUxNjM4ODI1OV5BMl5BanBnXkFtZTgwNTEwNDE2OTE@._V1_.jpg
Melissa Leo,https://www.imdb.com/name/nm0502425/,USA,https://m.media-amazon.com/images/M/MV5BMTc3MDAxOTkyOF5BMl5BanBnXkFtZTcwOTg1MDIzNA@@._V1_.jpg
Tom Hardy,https://www.imdb.com/name/nm0362766/,UK,https://m.media-amazon.com/images/M/MV5BMTQ3ODEyNjA4Nl5BMl5BanBnXkFtZTgwMTE4ODMyMjE@._V1_.jpg
Nick Nolte,https://www.imdb.com/name/nm0000560/,USA,https://m.media-amazon.com/images/M/MV5BMTU1ODAzMDk3Ml5BMl5BanBnXkFtZTYwOTEzMzE0._V1_.jpg
Joel Edgerton,https://www.imdb.com/name/nm0249291/,Australia,https://m.media-amazon.com/images/M/MV5BMTA0ODI1ODk4NzdeQTJeQWpwZ15BbWU3MDkwNjkzOTY@._V1_.jpg
Jennifer Morrison,https://www.imdb.com/name/nm0607185/,USA,https://m.media-amazon.com/images/M/MV5BYjM0Zjg3MmItZmJiZi00YzQxLWE4NGItMmVhZmE2NzQzMDg2XkEyXkFqcGdeQXVyNjg2NzY5Nzc@._V1_.jpg
William H. Macy,https://www.imdb.com/name/nm0000513/,USA,https://m.media-amazon.com/images/M/MV5BMjIzOTk5MTAzNV5BMl5BanBnXkFtZTcwNTk0MzMyNw@@._V1_.jpg
Frances McDormand,https://www.imdb.com/name/nm0000531/,USA,https://m.media-amazon.com/images/M/MV5BMjI3NzgxNjYzOF5BMl5BanBnXkFtZTgwNTIxMjExNzE@._V1_.jpg
Steve Buscemi,https://www.imdb.com/name/nm0000114/,USA,https://m.media-amazon.com/images/M/MV5BODc0NTU3NDA4M15BMl5BanBnXkFtZTcwNDkxNzQxNA@@._V1_.jpg
Peter Stormare,https://www.imdb.com/name/nm0001780/,Sweden,https://m.media-amazon.com/images/M/MV5BOTUyMDQ0MTEyNF5BMl5BanBnXkFtZTYwNDYxMDkz._V1_.jpg
Hitoshi Takagi,https://www.imdb.com/name/nm0847054/,NA,N/A
Noriko Hidaka,https://www.imdb.com/name/nm0383022/,Japan,N/A
Chika Sakamoto,https://www.imdb.com/name/nm0757076/,Japan,N/A
Shigesato Itoi,https://www.imdb.com/name/nm0411790/,Japan,N/A
Leonardo DiCaprio,https://www.imdb.com/name/nm0000138/,USA,https://m.media-amazon.com/images/M/MV5BMjI0MTg3MzI0M15BMl5BanBnXkFtZTcwMzQyODU2Mw@@._V1_.jpg
Tom Hanks,https://www.imdb.com/name/nm0000158/,USA,https://m.media-amazon.com/images/M/MV5BMTQ2MjMwNDA3Nl5BMl5BanBnXkFtZTcwMTA2NDY3NQ@@._V1_.jpg
Christopher Walken,https://www.imdb.com/name/nm0000686/,USA,https://m.media-amazon.com/images/M/MV5BMjA4ODUyNDQ2NV5BMl5BanBnXkFtZTYwODk2MTYz._V1_.jpg
Martin Sheen,https://www.imdb.com/name/nm0000640/,USA,https://m.media-amazon.com/images/M/MV5BOTM1MTA5MTY0MV5BMl5BanBnXkFtZTcwMTQ4OTUzMg@@._V1_.jpg
Hilary Swank,https://www.imdb.com/name/nm0005476/,USA,https://m.media-amazon.com/images/M/MV5BNWNjZjc1NTYtZmY2Mi00MjZhLWE4ZjYtYTMyNWFmYjRkZDdmXkEyXkFqcGdeQXVyMTAyNzUwOTA5._V1_.jpg
Clint Eastwood,https://www.imdb.com/name/nm0000142/,USA,https://m.media-amazon.com/images/M/MV5BMTg3MDc0MjY0OV5BMl5BanBnXkFtZTcwNzU1MDAxOA@@._V1_.jpg
Morgan Freeman,https://www.imdb.com/name/nm0000151/,USA,https://m.media-amazon.com/images/M/MV5BMTc0MDMyMzI2OF5BMl5BanBnXkFtZTcwMzM2OTk1MQ@@._V1_.jpg
Jay Baruchel,https://www.imdb.com/name/nm0059431/,Canada,https://m.media-amazon.com/images/M/MV5BMTM5MjY0MzU0OV5BMl5BanBnXkFtZTcwOTE0NDA2NA@@._V1_.jpg
Mohammad Amir Naji,https://www.imdb.com/name/nm0619870/,NA,https://m.media-amazon.com/images/M/MV5BOGQwOTBhODUtMDVmNS00YWUyLWFmMmMtMWI1ZjBiM2U0MGMyXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_.jpg
Amir Farrokh Hashemian,https://www.imdb.com/name/nm0268488/,NA,https://m.media-amazon.com/images/M/MV5BMTI1MzUzMjkyOV5BMl5BanBnXkFtZTYwMzUxNDY2._V1_.jpg
Bahare Seddiqi,https://www.imdb.com/name/nm0781245/,NA,https://m.media-amazon.com/images/M/MV5BMTI0NzkwMDM2MV5BMl5BanBnXkFtZTYwMTUxNDY2._V1_.jpg
Nafise Jafar-Mohammadi,https://www.imdb.com/name/nm0415412/,NA,N/A
Harrison Ford,https://www.imdb.com/name/nm0000148/,USA,N/A
Rutger Hauer,https://www.imdb.com/name/nm0000442/,🇳🇱,https://m.media-amazon.com/images/M/MV5BMTI5MjE4MTg3MV5BMl5BanBnXkFtZTYwMjk0Mzgy._V1_.jpg
Sean Young,https://www.imdb.com/name/nm0000707/,USA,https://m.media-amazon.com/images/M/MV5BZjA3MzQyYzEtOGJjZC00YzVlLWE5MGMtM2MwMGZhM2U0YjZkXkEyXkFqcGdeQXVyMjIzODg1ODM@._V1_.jpg
